idcontrato;nAnuncio;tipoprocedimento;objectoContrato;dataPublicacao;dataCelebracaoContrato;precoContratual;prazoExecucao;NIPC_entidade_comunicante;entidade_comunicante;fundamentacao
10432293;;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de Medicamentos do Aparelho Cardiovascular - ano 2024;04/01/2024;01/01/2024;839,056;365;508142156;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10432296;;Ajuste Direto Regime Geral;Desenvolvimento das atividades previstas no projeto “Património Geológico do Concelho de Montemor-o-Novo”;04/01/2024;04/01/2024;10121,69;366;506609553;Município de Montemor-o-Novo;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10432347;;Ajuste Direto Regime Geral;Reparação de Máquina De Lavar Endoscópios do S. Endoscopias da U.L.S. Lisboa Ocidental- HEM , E.P.E.;04/01/2024;04/01/2024;3113,3;10;507618319;Unidade Local de Saúde Lisboa Ocidental, EPE (ULSLO);Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10432399;;Consulta Prévia;Consulta Prévia nº 9/2023 – Seguros, por lotes;04/01/2024;04/01/2024;12142;366;500925399;Ruiz, Costa & Filhos, L.da;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10432430;18864/2023;Concurso público;Material em betão - Rede saneamento e águas pluviais;04/01/2024;03/01/2024;20000;730;506663264;Município de Vila Nova de Famalicão;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10432503;;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de Contrastes para Imagiologia  AQ56/2022– ano 2024;04/01/2024;01/01/2024;999044,7;365;508142156;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10432504;;Ajuste Direto Regime Geral;AQUISIÇÃO DE MOBILIARIO DE ESCRITÓRIO PARA AS SUBUNIDADES DA CÂMARA MUNICIPAL DE MACHICO;04/01/2024;04/01/2024;7995,01;60;511239440;Câmara Municipal de Machico;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08
10432658;;Ajuste Direto Regime Geral;Prestação de serviços de controlo analítico para os Matadouros das ilhas de São Miguel, Santa Maria, Terceira, São Jorge, Graciosa, Pico, Faial, Flores e Corvo.;04/01/2024;03/01/2024;29880,53;364;512021155;Instituto de Alimentação e Mercados Agrícolas;Artigo 20.º, alínea a) do Decreto Legislativo Regional n.º 27/2015/A, de 29.12
10432703;;Ajuste Direto Regime Geral;AJUSTE DIRETO N.º 25/2023 DO SRPC, IP-RAM DESTINADO À AQUISIÇÃO PRESTAÇÃO DE SERVIÇOS NA MODALIDADE DE AVENÇA ;04/01/2024;04/01/2024;8100;1096;509079911;Serviço Regional de Proteção Civil, IP-RAM;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08
10432773;18745/2023;Concurso público;Serviço de transporte de alunos do ensino básico e secundário e de alunos com necessidades de saúde específica do Município de Matosinhos no período compreendido entre 27 de novembro de 2023 e 21 de junho de 2024.;04/01/2024;03/01/2024;12750;208;506197174;MS - Matosinhos Sport - Empresa Municipal de Gestão e Equipamentos Desportivos e de Lazer, E. M.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10432778;13759/2023;Concurso público;PC.130.2023.0000986: Aquisição de Serviços de Prospeção geológica/geotécnica para a operação D82.03 Luzostela, Aveiro - LOTE 1 do PA.130.2023.0000601;04/01/2024;04/01/2024;25006;45;501460888;IHRU Instituto da Habitação e da Reabilitação Urbana;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
10432803;16380/2023;Concurso público;AQUISIÇÃO DOS SERVIÇOS DE SEGUROS NO MUNICÍPIO DE LAGOA;04/01/2024;04/01/2024;501539,86;731;506804240;Município de Lagoa;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
10432843;;Consulta Prévia;Aquisição de Serviços de Mesa e Restauração no âmbito de Relações Institucionais com outras Entidades Externas ao Município, pelo período de 18 meses, por lotes;04/01/2024;04/01/2024;29950;547;502173297;Município de Paços de Ferreira;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10432890;18745/2023;Concurso público;Serviço de transporte de alunos do ensino básico e secundário e de alunos com necessidades de saúde específica do Município de Matosinhos no período compreendido entre 27 de novembro de 2023 e 21 de junho de 2024.;04/01/2024;03/01/2024;6225;208;506197174;MS - Matosinhos Sport - Empresa Municipal de Gestão e Equipamentos Desportivos e de Lazer, E. M.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10432914;12147/2023;Concurso público;SERVIÇOS DE COMUNICAÇÕES FIXAS DE VOZ E DADOS;04/01/2024;03/01/2024;186367,93;1096;512012032;EDA - Electricidade dos Açores, S. A.;Artigo 33.º, n.º 1 do Código dos Contratos Públicos
10432947;;Ajuste Direto Regime Geral;Aquisição de uma plataforma de gestão integrada para a formação profissional, relativa à Tipologia de Operação 3.01 Qualificação de Pessoas com Deficiência e Incapacidade;04/01/2024;03/01/2024;5049;517;501227083;Associação Para a Recuperação de Cidadãos Inadaptados da Lousã - ARCIL;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10433273;;Consulta Prévia;"AQUISIÇÃO DE
LEITE ESCOLAR BRANCO SIMPLES OU SEM LACTOSE";05/01/2024;03/01/2024;0;366;600081770;Agrupamento de Escolas António Rodrigues Sampaio, Esposende;
10433274;;Consulta Prévia;Aquisição de Serviços de Comunicações Móveis;05/01/2024;03/01/2024;13680;1096;501345361;Universidade de Trás-os-Montes e Alto Douro;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10433277;;Consulta Prévia;"Aquisição de serviços de viagens aéreas, marítimas, alojamento e transferes em território nacional, europeu e internacional para a ARDITI.
";05/01/2024;04/01/2024;80000;361;511060408;Agência Regional para o Desenvolvimento da Investigação, Tecnologia e Inovação - Associação;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08 (DLR n.º 6/2018/M)
10433433;;Ao abrigo de acordo-quadro (art.º 258.º);Obras de Reabilitação Interior de Habitações Devolutas na Urbanização de Santa Luzia, Rua Santa Luzia - Entrada 781 - Casa 3.º D (HD.001.2023.116);05/01/2024;04/01/2024;34735,46;40;505037700;CMPH  Empresa de Habitação e Manutenção do Município do Porto, E.M.;Artigo 258.º do Código dos Contratos Públicos
10433587;;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de Medicamentos do Sistema Nervoso Central _ ano 2024;05/01/2024;01/01/2024;22615,5;365;508142156;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10434018;;Consulta Prévia;"AQUISIÇÃO DE
PRODUTOS DE ORIGEM ANIMAL, CARNES E PRODUTOS À BASE DE CARNE
";05/01/2024;03/01/2024;45697,8;366;600081770;Agrupamento de Escolas António Rodrigues Sampaio, Esposende;
10434215;;Ao abrigo de acordo-quadro (art.º 259.º);731/2023 - Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2021/47, 2021/6, 2021/61, 2022/40, 2023/305, 2023/481 e 2023/492;05/01/2024;01/01/2024;62925,66;366;515545180;Hospital de Braga, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10434263;;Ajuste Direto Regime Geral;PA 270/2021.3 - Aquisição dos serviços de assistência técnica do sistema cRHonus – gestão de presenças, assiduidade e férias e ao sistema srhPLUS- ajudas de custo;05/01/2024;04/01/2024;23205,84;362;510306624;Agência Portuguesa do Ambiente, I. P.;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10434319;;Ao abrigo de acordo-quadro (art.º 259.º);731/2023 - Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2021/47, 2021/6, 2021/61, 2022/40, 2023/305, 2023/481 e 2023/492;05/01/2024;01/01/2024;212917,41;366;515545180;Hospital de Braga, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10434396;2135/2023;Concurso público;Empreitada Reabilitação e Modernização do Distribuidor da Erra (1ª fase);05/01/2024;03/01/2024;4995464,75;500;500032408;Associação de Regantes e Beneficiários do Vale do Sorraia;Artigo 19.º, alínea b) do Código dos Contratos Públicos
10434401;20696/2023;Concurso público;CP 056/2023 - Aquisição de ovos e derivados, por lotes;05/01/2024;04/01/2024;13360,2;209;680047360;Serviços de Acção Social da Universidade do Minho;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10434421;;Ajuste Direto Regime Geral;Aquisição de Serviços para Elaboração do Projeto para as Residências Universitárias - Penha II e Gambelas, por lotes;05/01/2024;04/01/2024;105800;120;505387271;Universidade do Algarve;Artigo 27.º, n.º 1, alínea g) do Código dos Contratos Públicos
10434422;;Ao abrigo de acordo-quadro (art.º 258.º);PROC-SD-4/2022 - Ajuste Direto ao Abrigo de Acordo Quadro para Aquisição de Serviços e Fornecimentos Diversos para Manutenção, Reparação e Beneficiação dos Equipamentos da Simdouro - LOTE I;05/01/2024;04/01/2024;467;60;514310103;SIMDOURO - Saneamento do Grande Porto, S. A.;Artigo 258.º do Código dos Contratos Públicos
10434423;;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de Medicamentos do Sistema Nervoso Central _ ano 2024;05/01/2024;01/01/2024;834046,22;365;508142156;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10434438;;Ao abrigo de acordo-quadro (art.º 259.º);736/2023 - Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2020/61 (Medicamentos diversos), 2021/47 (Medicamentos do aparelho locomotor, usados no tratamento das doenças endócrina;05/01/2024;01/01/2024;349197,46;397;515545180;Hospital de Braga, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10434457;;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de Medicamentos do Sistema Nervoso Central _ ano 2024;05/01/2024;01/01/2024;333;365;508142156;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10434507;;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de Medicamentos do Sistema Nervoso Central _ ano 2024;05/01/2024;01/01/2024;1480,5;365;508142156;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10434509;;Consulta Prévia;Empreitada de Pequenas Reparações nos Conjuntos Habitacionais da Nazaré, Vargem, Engenho Velho, Ajuda e Hospital;05/01/2024;03/01/2024;99675,7;60;511035365;IHM - Investimentos Habitacionais da Madeira, EPERAM;
10434511;;Ajuste Direto Regime Geral;Fornecimento faseado de gás de garrafa para o ano 2024;05/01/2024;04/01/2024;7924,56;366;505776758;MUNICÍPIO DA MARINHA GRANDE;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10434590;;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de Medicamentos do Sistema Nervoso Central _ ano 2024;05/01/2024;01/01/2024;27000;365;508142156;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10434623;16253/2023;Concurso público;"PRC_0330/2023_SM – Aquisição de Serviços de fiscalização e ação comercial para os Sistemas Municipais da Águas do Norte, S.A.
";05/01/2024;04/01/2024;1084698,36;1095;513606084;Águas do Norte, S. A.;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
10434625;;Ajuste Direto Regime Geral;Contrato de assistência técnica e manutenção do sistema de informação Tek4DPPO do EPD;05/01/2024;05/01/2024;5000;1096;508142156;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10434853;18505/2023;Concurso público;06/CP/ECO/2023 - Locação de máquinas, com operador, para a execução de trabalhos no Aterro Sanitário da Raposa.;05/01/2024;02/01/2024;210917,52;244;504871650;Ecolezíria - Empresa Intermunicipal para o Tratamento de Resíduos Sólidos, E. I. M.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10434927;;Ajuste Direto Regime Geral;"Execução de tarefas de expediente, arquivo, secretariado e apoio administrativo;
Escolaridade mínima: 12º ano;
Todos os serviços inerentes à posição de Assistente Técnica;
";05/01/2024;04/01/2024;8435;213;508096707;Freguesia de Vila Real de Santo António;Artigo 27.º, n.º 1, alínea a) do Código dos Contratos Públicos
10434965;;Consulta Prévia;Aquisição Pneus 2024;05/01/2024;01/01/2024;7976;366;508094461;Unidade Local de Saúde do Alto Alentejo, E. P. E.;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10434977;;Ajuste Direto Regime Geral;3023014898/Fornecimento de Óleo Grau 40 Galaxia;05/01/2024;04/01/2024;80460;5;600012662;Ministério da Defesa Nacional - Marinha;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10435106;;Consulta Prévia;"Aquisição de Serviços de Reparação das Unidades CIATESA instaladas nas Piscinas
Municipais de Vilar Formoso e Almeida";05/01/2024;05/01/2024;11835,97;20;506625419;Município de Almeida;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10435397;2295/2023;Concurso público;SERVIÇOS DE MANUTENÇÃO E SUPORTE ÀS REDES WAN/LAN CORPORATIVAS;05/01/2024;01/01/2024;759373,87;1127;512012032;EDA - Electricidade dos Açores, S. A.;Artigo 33.º, n.º 1 do Código dos Contratos Públicos
10435459;;Ajuste Direto Regime Geral;Prestação de serviços de apoio a projetos de nutrição comunitária, ano letivo 2023/24, em regime de avença;05/01/2024;04/01/2024;8000;244;506676056;MUNICÍPIO DE BENAVENTE;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10435481;;Ajuste Direto Regime Geral;Desenvolvimento e implementação do “Projecto Sextante – Instrumento para Tomada de Decisão Económica no Turismo”;05/01/2024;03/01/2024;17500;213;503449997;CTP - Confederação do Turismo Portugal;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10435561;;Consulta Prévia;PC.130.2023.0001717 - Manutenção/Reparação do sistema de campainhas e intercomunicadores de edifícios sitos na Amadora;05/01/2024;04/01/2024;49950;90;501460888;IHRU Instituto da Habitação e da Reabilitação Urbana;Artigo 19.º, alínea c) do Código dos Contratos Públicos
10435589;;Consulta Prévia;Filtros e Células Patologia 2024;05/01/2024;01/01/2024;291,2;366;508094461;Unidade Local de Saúde do Alto Alentejo, E. P. E.;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10435602;;Ajuste Direto Regime Geral;DM CLINICO - AJUDAS TECNICAS;05/01/2024;05/01/2024;10000;1;509822940;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10435664;19754/2023;Concurso público;“AQUISIÇÃO DE EQUIPAMENTO PARA CONTROLO DE PROCESSOS INDUSTRIAIS - PRR”;05/01/2024;04/01/2024;159994;180;900106590;Centro de Formação Profissional da Indústria de Calçado;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10435765;17589/2023;Concurso público;Recolha de resíduos e higienização de contentores;05/01/2024;04/01/2024;136002;366;505174839;Parques de Sintra - Monte da Lua, S. A.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10435844;;Ajuste Direto Regime Geral; Prestação de serviços na UNANTI da Junta de Freguesia de Avenidas Novas;05/01/2024;04/01/2024;9460;335;510856861;Freguesia de Avenidas Novas;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10435941;;Consulta Prévia;Aquisição de Bacias em Inox;05/01/2024;05/01/2024;127,98;30;508786193;Unidade Local de Saúde do Alto Minho, E. P. E.;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
